,value
362,"2016-02-11 18:11:21 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Content/nivoslider/themes/custom/loading.gif - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/Plugins/Widgets.NivoSlider/Content/nivoslider/themes/custom/custom.css 200 0 0 2"
363,"2016-02-11 18:11:21 128.230.247.37 GET /Themes/DefaultClean/Content/images/shopping-bag.png - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 27"
364,"2016-02-11 18:11:21 128.230.247.37 GET /Themes/DefaultClean/Content/images/compare-button.png - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 2"
365,"2016-02-11 18:11:21 128.230.247.37 GET /Themes/DefaultClean/Content/images/rating1.png - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 4"
366,"2016-02-11 18:11:21 128.230.247.37 GET /Themes/DefaultClean/Content/images/rating2.png - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 4"
367,"2016-02-11 18:11:21 128.230.247.37 GET /Themes/DefaultClean/Content/images/wishlist-button.png - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 9"
368,"2016-02-11 18:11:21 128.230.247.37 GET /Themes/DefaultClean/Content/images/ajax-loader-small.gif - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 49"
369,"2016-02-11 18:11:21 128.230.247.37 GET /Themes/DefaultClean/Content/images/social-sprite.png - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 12"
370,"2016-02-11 18:11:21 128.230.247.37 GET /Content/jquery-ui-themes/smoothness/images/ui-bg_flat_75_ffffff_40x100.png - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css 200 0 0 29"
371,"2016-02-11 18:11:21 128.230.247.37 GET /favicon.ico - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 51"
372,"2016-02-11 18:11:26 128.230.247.37 GET /books - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 133"
373,"2016-02-11 18:11:26 128.230.247.37 GET /content/images/thumbs/0000066_fahrenheit-451-by-ray-bradbury_415.jpeg - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/books 200 0 0 15"
374,"2016-02-11 18:11:26 128.230.247.37 GET /content/images/thumbs/0000067_first-prize-pies_415.jpeg - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/books 200 0 0 18"
375,"2016-02-11 18:11:26 128.230.247.37 GET /content/images/thumbs/0000068_pride-and-prejudice_415.jpeg - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/books 200 0 0 18"
376,"2016-02-11 18:11:26 128.230.247.37 GET /Themes/DefaultClean/Content/images/view-grid.png - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 68"
377,"2016-02-11 18:11:26 128.230.247.37 GET /Themes/DefaultClean/Content/images/view-list.png - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 70"
378,"2016-02-11 18:11:30 128.230.247.37 GET /fahrenheit-451-by-ray-bradbury - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/books 200 0 0 93"
379,"2016-02-11 18:11:30 128.230.247.37 GET /Scripts/jquery.magnific-popup.min.js - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/fahrenheit-451-by-ray-bradbury 200 0 0 0"
380,"2016-02-11 18:11:30 128.230.247.37 GET /Content/magnific-popup/magnific-popup.css - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/fahrenheit-451-by-ray-bradbury 200 0 0 9"
381,"2016-02-11 18:11:30 128.230.247.37 GET /content/images/thumbs/0000066_fahrenheit-451-by-ray-bradbury_550.jpeg - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/fahrenheit-451-by-ray-bradbury 200 0 0 17"
382,"2016-02-11 18:11:30 128.230.247.37 GET /Themes/DefaultClean/Content/images/email-button.png - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 16"
383,"2016-02-11 18:11:30 128.230.247.37 GET /Themes/DefaultClean/Content/images/shipping.png - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 62"
384,"2016-02-11 18:11:32 128.230.247.37 POST /addproducttocart/details/37/1 - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/fahrenheit-451-by-ray-bradbury 200 0 0 72"
385,"2016-02-11 18:11:32 128.230.247.37 GET /content/images/thumbs/0000066_fahrenheit-451-by-ray-bradbury_70.jpeg - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/fahrenheit-451-by-ray-bradbury 200 0 0 1"
386,"2016-02-11 18:11:32 128.230.247.37 GET /Themes/DefaultClean/Content/images/close.png - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 60"
387,"2016-02-11 18:11:35 128.230.247.37 GET /cart - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/fahrenheit-451-by-ray-bradbury 200 0 0 243"
388,"2016-02-11 18:11:35 128.230.247.37 GET /content/images/thumbs/0000066_fahrenheit-451-by-ray-bradbury_80.jpeg - 80 - 155.100.169.152 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/47.0.2526.111+Safari/537.36 http://group0.ist722.ischool.syr.edu/cart 200 0 0 0"
389,"2016-02-11 18:20:17 128.230.247.37 GET / - 80 - 128.230.122.180 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_11_3)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.109+Safari/537.36 http://group0.ist722.ischool.syr.edu/electronics 200 0 0 224"
390,2016-02-11 18:51:10 128.230.247.37 GET /robots.txt - 80 - 8.37.70.170 AddThis.com+(http://support.addthis.com/) - 200 0 0 109
391,2016-02-11 18:51:10 128.230.247.37 GET /pride-and-prejudice - 80 - 8.37.70.170 AddThis.com+(http://support.addthis.com/) - 200 0 0 376
392,2016-02-11 18:59:10 128.230.247.37 GET /robots.txt - 80 - 8.37.70.77 AddThis.com+(http://support.addthis.com/) - 200 0 0 95
393,2016-02-11 18:59:10 128.230.247.37 GET /fahrenheit-451-by-ray-bradbury - 80 - 8.37.70.77 AddThis.com+(http://support.addthis.com/) - 200 0 0 346
394,2016-02-11 18:59:43 128.230.247.37 GET /robots.txt - 80 - 8.37.70.112 AddThis.com+(http://support.addthis.com/) - 200 0 0 94
395,2016-02-11 18:59:43 128.230.247.37 GET /digital-storm-vanquish-3-custom-performance-pc - 80 - 8.37.70.112 AddThis.com+(http://support.addthis.com/) - 200 0 0 356
396,2016-02-11 19:00:31 128.230.247.37 GET /robots.txt - 80 - 8.37.70.226 AddThis.com+(http://support.addthis.com/) - 200 0 0 92
397,2016-02-11 19:00:31 128.230.247.37 GET /adidas-consortium-campus-80s-running-shoes - 80 - 8.37.70.226 AddThis.com+(http://support.addthis.com/) - 200 0 0 449
398,2016-02-11 19:55:37 128.230.247.37 GET /robots.txt - 80 - 8.37.70.99 AddThis.com+(http://support.addthis.com/) - 200 0 0 96
399,2016-02-11 19:55:38 128.230.247.37 GET /if-you-wait - 80 - 8.37.70.99 AddThis.com+(http://support.addthis.com/) - 200 0 0 539
400,2016-02-11 20:00:43 128.230.247.37 GET /robots.txt - 80 - 8.37.71.43 AddThis.com+(http://support.addthis.com/) - 200 0 0 97
401,2016-02-11 20:00:43 128.230.247.37 GET /night-visions - 80 - 8.37.71.43 AddThis.com+(http://support.addthis.com/) - 200 0 0 349
402,"2016-02-11 20:06:03 128.230.247.37 GET / - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 - 200 0 0 165"
403,"2016-02-11 20:06:03 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Content/nivoslider/nivo-slider.css - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 15"
404,"2016-02-11 20:06:03 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Content/nivoslider/themes/custom/custom.css - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 16"
405,"2016-02-11 20:06:03 128.230.247.37 GET /Scripts/jquery.validate.min.js - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 22"
406,"2016-02-11 20:06:03 128.230.247.37 GET /Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 24"
407,"2016-02-11 20:06:03 128.230.247.37 GET /Scripts/jquery-1.10.2.min.js - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 24"
408,"2016-02-11 20:06:03 128.230.247.37 GET /Scripts/jquery-migrate-1.2.1.min.js - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 1"
409,"2016-02-11 20:06:03 128.230.247.37 GET /Themes/DefaultClean/Content/css/styles.css - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 33"
410,"2016-02-11 20:06:03 128.230.247.37 GET /Scripts/public.common.js - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 16"
411,"2016-02-11 20:06:03 128.230.247.37 GET /Scripts/jquery.validate.unobtrusive.min.js - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 16"
412,"2016-02-11 20:06:03 128.230.247.37 GET /Scripts/public.ajaxcart.js - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 6"
413,"2016-02-11 20:06:03 128.230.247.37 GET /Scripts/jquery-ui-1.10.3.custom.min.js - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 37"
414,"2016-02-11 20:06:03 128.230.247.37 GET /Themes/DefaultClean/Content/images/logo.png - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 5"
415,"2016-02-11 20:06:03 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Scripts/jquery.nivo.slider.js - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 56"
416,"2016-02-11 20:06:03 128.230.247.37 GET /content/images/thumbs/0000009_apparel_450.jpeg - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 16"
417,"2016-02-11 20:06:03 128.230.247.37 GET /content/images/thumbs/0000005_electronics_450.jpeg - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 16"
418,"2016-02-11 20:06:03 128.230.247.37 GET /content/images/thumbs/0000013_digital-downloads_450.jpeg - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 16"
419,"2016-02-11 20:06:03 128.230.247.37 GET /content/images/thumbs/0000072_25-virtual-gift-card_415.jpeg - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 17"
420,"2016-02-11 20:06:03 128.230.247.37 GET /content/images/thumbs/0000075_banner_1.jpg - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 23"
421,"2016-02-11 20:06:03 128.230.247.37 GET /content/images/thumbs/0000076_banner_2.jpg - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 23"
422,"2016-02-11 20:06:03 128.230.247.37 GET /content/images/thumbs/0000024_apple-macbook-pro-13-inch_415.jpeg - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 9"
423,"2016-02-11 20:06:03 128.230.247.37 GET /content/images/thumbs/0000041_htc-one-m8-android-l-50-lollipop_415.jpeg - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 10"
424,"2016-02-11 20:06:03 128.230.247.37 GET /content/images/thumbs/0000020_build-your-own-computer_415.jpeg - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 13"
425,"2016-02-11 20:06:03 128.230.247.37 GET /Plugins/Widgets.NivoSlider/Content/nivoslider/themes/custom/loading.gif - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Plugins/Widgets.NivoSlider/Content/nivoslider/themes/custom/custom.css 200 0 0 2"
426,"2016-02-11 20:06:03 128.230.247.37 GET /Themes/DefaultClean/Content/images/loading.gif - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 11"
427,"2016-02-11 20:06:03 128.230.247.37 GET /Themes/DefaultClean/Content/images/ajax-loader-small.gif - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 0"
428,"2016-02-11 20:06:03 128.230.247.37 GET /Themes/DefaultClean/Content/images/rating1.png - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 7"
429,"2016-02-11 20:06:03 128.230.247.37 GET /Themes/DefaultClean/Content/images/rating2.png - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 3"
430,"2016-02-11 20:06:03 128.230.247.37 GET /Themes/DefaultClean/Content/images/compare-button.png - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 11"
431,"2016-02-11 20:06:03 128.230.247.37 GET /Themes/DefaultClean/Content/images/wishlist-button.png - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 12"
432,"2016-02-11 20:06:03 128.230.247.37 GET /Themes/DefaultClean/Content/images/social-sprite.png - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 16"
433,"2016-02-11 20:06:03 128.230.247.37 GET /Themes/DefaultClean/Content/images/shopping-bag.png - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 58"
434,"2016-02-11 20:06:03 128.230.247.37 GET /Content/jquery-ui-themes/smoothness/images/ui-bg_flat_75_ffffff_40x100.png - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css 200 0 0 28"
435,"2016-02-11 20:06:03 128.230.247.37 GET /favicon.ico - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 67"
436,"2016-02-11 20:06:21 128.230.247.37 GET /notebooks - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/ 200 0 0 260"
437,"2016-02-11 20:06:21 128.230.247.37 GET /content/images/thumbs/0000027_samsung-series-9-np900x4c-premium-ultrabook_415.jpeg - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/notebooks 200 0 0 11"
438,"2016-02-11 20:06:21 128.230.247.37 GET /content/images/thumbs/0000030_hp-envy-6-1180ca-156-inch-sleekbook_415.jpeg - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/notebooks 200 0 0 12"
439,"2016-02-11 20:06:21 128.230.247.37 GET /content/images/thumbs/0000031_lenovo-thinkpad-x1-carbon-laptop_415.jpeg - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/notebooks 200 0 0 13"
440,"2016-02-11 20:06:21 128.230.247.37 GET /content/images/thumbs/0000028_hp-spectre-xt-pro-ultrabook_415.jpeg - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/notebooks 200 0 0 22"
441,"2016-02-11 20:06:21 128.230.247.37 GET /content/images/thumbs/0000026_asus-n551jk-xo076h-laptop_415.jpeg - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/notebooks 200 0 0 46"
442,"2016-02-11 20:06:21 128.230.247.37 GET /Themes/DefaultClean/Content/images/view-grid.png - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 61"
443,"2016-02-11 20:06:21 128.230.247.37 GET /Themes/DefaultClean/Content/images/view-list.png - 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/Themes/DefaultClean/Content/css/styles.css 200 0 0 61"
444,"2016-02-11 20:06:29 128.230.247.37 GET /notebooks specs=7 80 - 38.68.15.223 Mozilla/5.0+(Windows+NT+6.3;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/48.0.2564.103+Safari/537.36 http://group0.ist722.ischool.syr.edu/notebooks 200 0 0 147"
